student firstname,student surname,student id,student email,year,address,contact number,module id,module name,leader,lecturer1,lecturer2,exam mark,coursework1,coursework2,coursework3
Troy,Barnett,73708816,TB5Y25@UoNEHT.ac.uk,3,"24278 Travis Pass Suite 825
Montoyaland, NC 12614",001-595-240-3440x057,ELEC3407,Practical Statistics,SA2Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,,5.0,33.0,6.0
Belinda,Foster,84734018,BF3Y25@UoNEHT.ac.uk,2,"72632 Anthony Drives
New William, CO 22695",,ANIM2402,Advanced Rigging,TF1Z1@UoNEHT.ac.uk,WM1Z1@UoNEHT.ac.uk,,,2.0,36.0,
Diamond,Perez,19893696,DP3Y25@UoNEHT.ac.uk,4,"184 David Cliff Suite 182
East Laura, GA 65209",001-710-716-7341x79282,ENG4402,Master's English Grammar,DS1Z1@UoNEHT.ac.uk,NC1Z1@UoNEHT.ac.uk,,50.0,4.0,9.0,
Brian,Vasquez,17866065,BV1Y25@UoNEHT.ac.uk,4,"061 Alvarez Views Suite 126
Riosside, NV 26156",,ENG4404,Expert Poetics,TM1Z1@UoNEHT.ac.uk,NY1Z1@UoNEHT.ac.uk,CC1Z1@UoNEHT.ac.uk,,16.0,4.0,22.0
Justin,Graham,94670875,JG14Y25@UoNEHT.ac.uk,2,"5854 Haley Course Apt. 351
Campostown, DC 36403",559-501-1629x117,GER2405,Intermediate German Grammar,FF1Z1@UoNEHT.ac.uk,JJ2Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,8.0,18.0,,
Sarah,Moses,62712627,SM7Y25@UoNEHT.ac.uk,3,"80376 Christy Villages
Port Robertside, SD 52629",,GER3401,Mastering German Grammar,KB1Z1@UoNEHT.ac.uk,,,33.0,0.0,8.0,
Kelly,Hoffman,22139252,KH3Y25@UoNEHT.ac.uk,4,"527 Miller Key
Suzannehaven, MN 53389",,ENG4407,Master's English Literature,YC1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,LH1Z1@UoNEHT.ac.uk,65.0,8.0,,
Christian,Martinez,121045893,CM25Y25@UoNEHT.ac.uk,1,"USNV Wagner
FPO AE 09666",509-590-9676x723,FREN1404,Basic French Literature,RR1Z1@UoNEHT.ac.uk,,,35.0,0.0,0.0,3.0
Natalie,Hoover,140670906,NH5Y25@UoNEHT.ac.uk,1,"6912 Richard Island
West Jessica, VI 17817",+1-981-616-1327,ELEC1404,Introduction to Ethics and Standards,SM1Z1@UoNEHT.ac.uk,,,57.0,14.0,,
Frank,Foster,99163069,FF1Y25@UoNEHT.ac.uk,2,"86958 Robert Tunnel Suite 088
Carolfort, HI 14203",,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,13.0,27.0,,
Christopher,Martinez,63569526,CM15Y25@UoNEHT.ac.uk,3,"8382 Yates Trail Suite 775
West Kevinshire, SD 50197",689.778.3491x08970,GER3404,Field Rhetoric,MM1Z1@UoNEHT.ac.uk,,,37.0,37.0,,
Kevin,Jenkins,66005152,KJ6Y25@UoNEHT.ac.uk,3,"222 Ashley Unions Apt. 975
Quinnburgh, ME 93206",,COMP3406,Field Ethics and Standards,JR3Z1@UoNEHT.ac.uk,,,5.0,8.0,23.0,4.0
Stacey,Young,133615132,SY2Y25@UoNEHT.ac.uk,1,"04519 Brown Drive Suite 115
Port Stacey, GA 89017",740-487-7441,GER1401,Early German Grammar,DB2Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,50.0,2.0,10.0,1.0
Kevin,Johnson,23774742,KJ5Y25@UoNEHT.ac.uk,4,"3679 Rebecca Island
Tatefurt, DC 99570",(931)709-3951x447,GER4403,Master's Creative Writing,RW1Z1@UoNEHT.ac.uk,,,71.0,2.0,4.0,
Sarah,Davidson,22788118,SD1Y25@UoNEHT.ac.uk,4,"9158 Ramos Underpass
South Jessicaport, AK 45740",(294)808-2944,GER4405,Master's German Literature,EH1Z1@UoNEHT.ac.uk,,,,26.0,19.0,
Marvin,Mullins,86173622,MM18Y25@UoNEHT.ac.uk,2,"6848 Cannon Street Apt. 680
Amberhaven, DC 47279",,FREN2401,Advanced Wider Media,MS4Z1@UoNEHT.ac.uk,,,,20.0,46.0,
James,Carney,42167144,JC9Y25@UoNEHT.ac.uk,3,"PSC 2594, Box 3983
APO AE 24911",001-667-523-4697x043,FINE3402,Mastering Portraits,RF1Z1@UoNEHT.ac.uk,DS2Z1@UoNEHT.ac.uk,,20.0,8.0,5.0,19.0
Natalie,Lewis,34476474,NL1Y25@UoNEHT.ac.uk,4,"8839 Alexander Plaza
Owensburgh, VI 87988",(954)933-8095x1050,ELEC4405,Theoretical Hardware,GW1Z1@UoNEHT.ac.uk,,,12.0,40.0,,
Nathan,Hayes,44633444,NH3Y25@UoNEHT.ac.uk,3,"2293 Nicholas Crescent Suite 097
West Theresaside, NE 47472",(899)886-9563x864,ANIM3405,Mastering Rigging,MM2Z1@UoNEHT.ac.uk,,,,24.0,31.0,
Mary,Jordan,109740072,MJ21Y25@UoNEHT.ac.uk,1,"5722 Monica Route Apt. 763
Port Fredchester, DE 11942",(383)375-8069,FINE1403,Beginner's Painting,AM1Z1@UoNEHT.ac.uk,MS5Z1@UoNEHT.ac.uk,,54.0,5.0,10.0,0.0
Tonya,Hunt,49357032,TH4Y25@UoNEHT.ac.uk,3,"6811 Sarah Landing Suite 534
Kylemouth, CT 15063",,FREN3406,Mastering French Literature,MS4Z1@UoNEHT.ac.uk,,,2.0,13.0,,
Michael,Johnson,102384930,MJ20Y25@UoNEHT.ac.uk,2,"9986 Crystal Green Apt. 964
Lake Walterport, MS 95272",(766)779-9353x57399,COMP2407,Prototypical Programming,GB1Z1@UoNEHT.ac.uk,,,42.0,8.0,,
Allen,Wise,27242507,AW5Y25@UoNEHT.ac.uk,4,"503 Ross Streets Apt. 796
Cindyville, PW 89961",6354412533,GER4406,Expert German Grammar,NW1Z1@UoNEHT.ac.uk,,,60.0,,,
Angel,Watson,37797036,AW8Y25@UoNEHT.ac.uk,3,"52215 Timothy Shores
North Billy, RI 59581",001-307-269-0862,FINE3401,Field Sketching,JR1Z1@UoNEHT.ac.uk,,,15.0,8.0,,
Dustin,Smith,96207671,DS9Y25@UoNEHT.ac.uk,2,"9033 Washington Key Apt. 693
Meganside, LA 66050",001-206-623-7261x39091,GER2404,Intermediate German Literature,LC1Z1@UoNEHT.ac.uk,DM3Z1@UoNEHT.ac.uk,,0.0,8.0,,
James,Sawyer,20148964,JS13Y25@UoNEHT.ac.uk,4,"85087 William Club Apt. 714
East Dianafort, NM 35706",,ENG4405,Expert Formal Speech,KB1Z1@UoNEHT.ac.uk,RR1Z1@UoNEHT.ac.uk,,,0.0,19.0,
Austin,Robles,29349865,AR4Y25@UoNEHT.ac.uk,4,"35075 Acevedo Street
Michaelfort, OK 87793",860-203-9596x67857,COMP4404,Master's Software,CJ1Z1@UoNEHT.ac.uk,,,20.0,8.0,17.0,8.0
Erin,Roberts,129581419,ER5Y25@UoNEHT.ac.uk,1,"4975 Alexis Inlet Suite 959
New Isaiah, PR 49313",(866)395-8434x4606,GER1406,Early German Literature,MS3Z1@UoNEHT.ac.uk,,,30.0,5.0,3.0,
Shawn,Barrett,74383461,SB11Y25@UoNEHT.ac.uk,3,"PSC 7628, Box 2887
APO AA 98500",,ELEC3402,Field Programming,EH2Z1@UoNEHT.ac.uk,TC1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,28.0,4.0,,
Matthew,Willis,73524931,MW15Y25@UoNEHT.ac.uk,3,"6190 Tommy Via Apt. 303
Timothyburgh, CT 76860",,ELEC3405,Field Design,LN1Z1@UoNEHT.ac.uk,,,11.0,3.0,,
Bryan,Caldwell,85340131,BC5Y25@UoNEHT.ac.uk,2,"17504 Fleming Loaf Suite 416
West Travis, HI 55904",(821)801-0413x330,ANIM2403,Intermediate Blending,JB1Z1@UoNEHT.ac.uk,,,79.0,12.0,,
Bryan,Wright,105407665,BW10Y25@UoNEHT.ac.uk,2,"65023 Brent Mission
North Kristenport, NY 48814",923-412-1383x73429,ELEC2404,Intermediate Programming,EH2Z1@UoNEHT.ac.uk,,,,3.0,11.0,34.0
Randy,Lopez,63176506,RL3Y25@UoNEHT.ac.uk,3,"2495 Bauer Extensions Apt. 062
Whiteton, AR 71149",311.736.9897x930,GER3404,Field Rhetoric,MM1Z1@UoNEHT.ac.uk,,,20.0,20.0,,
Brian,Nguyen,111485987,BN2Y25@UoNEHT.ac.uk,1,"4930 Meredith Oval Apt. 257
Ashleyville, SD 03821",523.460.1487x636,FINE1405,Early Portraits,HR1Z1@UoNEHT.ac.uk,RJ1Z1@UoNEHT.ac.uk,,67.0,0.0,8.0,2.0
Larry,Lamb,78927740,LL3Y25@UoNEHT.ac.uk,2,"49537 Alexander Trail Apt. 410
West Randy, GA 15406",850-276-6505x247,FINE2404,Structured Landscapes,LM1Z1@UoNEHT.ac.uk,,,,9.0,25.0,29.0
Teresa,Small,55848671,TS7Y25@UoNEHT.ac.uk,3,"3942 Matthew Road Apt. 296
Port Walter, MN 95872",001-590-626-4452x35756,ENG3401,Field Poetics,RM3Z1@UoNEHT.ac.uk,,,58.0,2.0,6.0,
Andrea,Nguyen,72979985,AN5Y25@UoNEHT.ac.uk,3,"472 Jones Flat
Berryfort, OR 27580",972.911.6500x9952,ELEC3405,Field Design,LN1Z1@UoNEHT.ac.uk,,,22.0,38.0,,
Patrick,Morales,132275070,PM10Y25@UoNEHT.ac.uk,1,,001-633-601-8927x8866,GER1404,Introduction to Formal Speech,DS3Z1@UoNEHT.ac.uk,CT2Z1@UoNEHT.ac.uk,,36.0,5.0,7.0,
April,Harris,134597444,AH15Y25@UoNEHT.ac.uk,1,"73914 Perez Isle
Josephfort, CO 22775",(339)717-5765x83911,COMP1405,Basic Ethics and Standards,FM1Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,,25.0,10.0,,
Christine,Zhang,123254114,CZ3Y25@UoNEHT.ac.uk,1,"PSC 5509, Box 0629
APO AP 90587",418-503-5910,FREN1401,Basic Rhetoric,RR4Z1@UoNEHT.ac.uk,CH2Z1@UoNEHT.ac.uk,TM1Z1@UoNEHT.ac.uk,52.0,2.0,,
Nathan,Price,22050797,NP1Y25@UoNEHT.ac.uk,4,"2382 John Creek
South Brandon, NM 35943",,ENG4405,Expert Formal Speech,KB1Z1@UoNEHT.ac.uk,RR1Z1@UoNEHT.ac.uk,,,22.0,27.0,
Rachel,Flores,14785646,RF2Y25@UoNEHT.ac.uk,4,"661 Tucker Circle Apt. 879
Williamberg, UT 65288",270.422.0257x74368,FREN4403,Mastering Wider Media,MM1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,,15.0,12.0,,
Lance,White,68823313,LW6Y25@UoNEHT.ac.uk,3,"2353 Baird Square Apt. 319
North Ryanmouth, CA 61800",538-858-7450,COMP3403,Practical Statistics,LK1Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,,15.0,0.0,4.0,
Paul,Brown,32731524,PB1Y25@UoNEHT.ac.uk,4,"PSC 7501, Box 9605
APO AE 36849",001-828-933-5480x1361,ELEC4402,Master's Microsystems,LN1Z1@UoNEHT.ac.uk,AD2Z1@UoNEHT.ac.uk,CJ1Z1@UoNEHT.ac.uk,63.0,4.0,8.0,
Lisa,Abbott,11779129,LA1Y25@UoNEHT.ac.uk,4,"942 Becky Vista
Port Dustinmouth, CO 29177",469-548-0428x3381,FREN4401,Expert Poetics,JM1Z1@UoNEHT.ac.uk,,,,29.0,19.0,32.0
Wendy,Gonzales,61516634,WG2Y25@UoNEHT.ac.uk,3,"9110 Stephen Pines Apt. 027
East Susan, MN 88378",716.386.6067x7027,GER3401,Mastering German Grammar,KB1Z1@UoNEHT.ac.uk,,,27.0,8.0,8.0,
Holly,Smith,4156539,HS1Y25@UoNEHT.ac.uk,4,"0529 Smith Skyway Apt. 401
East Richard, MH 08271",412.564.8187x89378,FINE4402,Expert Sketching,RS1Z1@UoNEHT.ac.uk,LM1Z1@UoNEHT.ac.uk,PM1Z1@UoNEHT.ac.uk,86.0,,,
John,Tucker,91484673,JT14Y25@UoNEHT.ac.uk,2,,335.428.1447x424,ENG2402,Intermediate Creative Writing,KB1Z1@UoNEHT.ac.uk,JW1Z1@UoNEHT.ac.uk,,18.0,5.0,8.0,16.0
Terri,Mullen,16153300,TM1Y25@UoNEHT.ac.uk,4,"08401 Cameron Stream
Brewermouth, NE 77097",(217)428-8289x4582,FREN4402,Expert French Literature,YC1Z1@UoNEHT.ac.uk,,,23.0,,,
Jesse,Weber,140301949,JW35Y25@UoNEHT.ac.uk,1,"90124 Austin Expressway
Stephenburgh, FM 86026",,ELEC1404,Introduction to Ethics and Standards,SM1Z1@UoNEHT.ac.uk,,,52.0,6.0,,
Michael,Riley,94623937,MR13Y25@UoNEHT.ac.uk,2,"16918 Rosales Mews
Cantrellport, CA 09080",222.241.6123x004,GER2402,Intermediate Formal Speech,JL1Z1@UoNEHT.ac.uk,DA1Z1@UoNEHT.ac.uk,EL2Z1@UoNEHT.ac.uk,,49.0,36.0,
Mary,Gregory,59985699,MG9Y25@UoNEHT.ac.uk,3,"207 Wagner Unions Apt. 699
South Austinborough, SD 14012",,GER3403,Mastering Poetics,AT2Z1@UoNEHT.ac.uk,JD3Z1@UoNEHT.ac.uk,EM1Z1@UoNEHT.ac.uk,40.0,8.0,,
Jonathan,Jones,32259307,JJ4Y25@UoNEHT.ac.uk,4,"39793 Martinez Street Suite 490
Kimberlyburgh, GU 67433",,ELEC4406,Theoretical Modelling,JS3Z1@UoNEHT.ac.uk,,,61.0,,,
Thomas,Soto,67394998,TS8Y25@UoNEHT.ac.uk,3,"47286 Wells Crossing Apt. 718
Sandraville, NH 46259",554-846-6310,COMP3405,Field Design,RR3Z1@UoNEHT.ac.uk,PG2Z1@UoNEHT.ac.uk,,35.0,9.0,,
Adam,Newton,122551588,AN6Y25@UoNEHT.ac.uk,1,"6555 Bell Trail Suite 893
Bradberg, WI 49524",001-681-893-8615x96096,FREN1401,Basic Rhetoric,RR4Z1@UoNEHT.ac.uk,CH2Z1@UoNEHT.ac.uk,TM1Z1@UoNEHT.ac.uk,33.0,9.0,,
Jessica,Flowers,133413386,JF16Y25@UoNEHT.ac.uk,1,,372.219.9530x251,GER1405,Beginner's Rhetoric,JK1Z1@UoNEHT.ac.uk,SW1Z1@UoNEHT.ac.uk,,2.0,11.0,,
Brittany,Jackson,118135447,BJ5Y25@UoNEHT.ac.uk,1,"7577 Miller Mall Apt. 664
Donnamouth, MO 38577",894-574-0153x606,FREN1407,Introduction to French Grammar,ML1Z1@UoNEHT.ac.uk,,,27.0,2.0,7.0,
Tonya,Giles,85828698,TG5Y25@UoNEHT.ac.uk,2,"07991 Jaime Landing
Westmouth, VT 81793",(618)230-0708,FREN2401,Advanced Wider Media,MS4Z1@UoNEHT.ac.uk,,,,38.0,37.0,
Rebecca,Gray,34147737,RG3Y25@UoNEHT.ac.uk,4,"935 Carrie Loaf Suite 226
Lake Debbietown, MH 54420",662.300.9237x86975,ELEC4404,Master's Statistics,CT1Z1@UoNEHT.ac.uk,AS1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,2.0,23.0,17.0,0.0
Paige,Mccullough,120763626,PM9Y25@UoNEHT.ac.uk,1,"9292 Day Throughway
New William, NY 22355",,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,15.0,7.0,9.0,
Kimberly,Reed,70739072,KR7Y25@UoNEHT.ac.uk,3,"04209 Booker Stream Apt. 608
Port Steven, OK 75823",764-775-5586,ELEC3405,Field Design,LN1Z1@UoNEHT.ac.uk,,,33.0,8.0,,
Pamela,Moreno,85396696,PM5Y25@UoNEHT.ac.uk,2,"92017 Weiss Station
South David, NM 16690",,ANIM2403,Intermediate Blending,JB1Z1@UoNEHT.ac.uk,,,24.0,16.0,,
Michael,Anderson,20178495,MA1Y25@UoNEHT.ac.uk,4,"843 Wayne Harbor
Robertmouth, AL 72096",,ENG4402,Master's English Grammar,DS1Z1@UoNEHT.ac.uk,NC1Z1@UoNEHT.ac.uk,,23.0,8.0,3.0,
Jessica,Fox,62632318,JF10Y25@UoNEHT.ac.uk,3,"1332 Collins Spurs Suite 392
Billyland, AK 79179",(965)815-5383,GER3404,Field Rhetoric,MM1Z1@UoNEHT.ac.uk,,,46.0,15.0,,
Kristin,Washington,75047866,KW6Y25@UoNEHT.ac.uk,3,"67772 Mary Village
Blairstad, MO 29613",,ELEC3407,Practical Statistics,SA2Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,,8.0,33.0,34.0
Joshua,Wyatt,109979241,JW26Y25@UoNEHT.ac.uk,1,"7184 James Green Suite 792
South Matthewmouth, AK 68303",(791)914-7235,FINE1403,Beginner's Painting,AM1Z1@UoNEHT.ac.uk,MS5Z1@UoNEHT.ac.uk,,1.0,5.0,3.0,4.0
Lisa,Butler,108575869,LB8Y25@UoNEHT.ac.uk,2,"PSC 0512, Box 8735
APO AE 42238",,ELEC2405,Intermediate Hardware,JB5Z1@UoNEHT.ac.uk,,,17.0,3.0,3.0,9.0
Micheal,Jones,64144836,MJ8Y25@UoNEHT.ac.uk,3,,507.436.4106x20662,GER3407,Field Wider Media,BE2Z1@UoNEHT.ac.uk,JM3Z1@UoNEHT.ac.uk,,,5.0,9.0,11.0
Thomas,Jones,8627077,TJ1Y25@UoNEHT.ac.uk,4,"912 Michael Heights
Lake Amandaton, ME 05668",,ANIM4405,Mastering Lighting,HS1Z1@UoNEHT.ac.uk,SC1Z1@UoNEHT.ac.uk,MS1Z1@UoNEHT.ac.uk,9.0,8.0,6.0,
Ashley,Collins,90503570,AC14Y25@UoNEHT.ac.uk,2,"3973 Rhonda Prairie Apt. 603
Donaldchester, WA 62618",+1-280-924-5159x7081,ENG2402,Intermediate Creative Writing,KB1Z1@UoNEHT.ac.uk,JW1Z1@UoNEHT.ac.uk,,7.0,10.0,14.0,0.0
Henry,Blanchard,44803568,HB1Y25@UoNEHT.ac.uk,3,"60331 John Grove Suite 815
Cordovamouth, UT 02464",,ANIM3403,Practical Animation,JD2Z1@UoNEHT.ac.uk,NL1Z1@UoNEHT.ac.uk,MA1Z1@UoNEHT.ac.uk,25.0,10.0,16.0,12.0
Paul,Wright,33364234,PW2Y25@UoNEHT.ac.uk,4,"33586 Michael Falls
Chavezstad, VI 81173",001-890-339-3806,ELEC4405,Theoretical Hardware,GW1Z1@UoNEHT.ac.uk,,,57.0,10.0,,
Beverly,Thomas,53592556,BT1Y25@UoNEHT.ac.uk,3,"0769 Linda Grove Apt. 199
East Robinfort, AK 03811",,FREN3401,Advanced Wider Media,LG1Z1@UoNEHT.ac.uk,MM3Z1@UoNEHT.ac.uk,,31.0,,,
Yvonne,Perez,11633320,YP1Y25@UoNEHT.ac.uk,4,"864 Atkins Ferry Suite 355
Katelynside, WV 51537",,FREN4404,Mastering French Grammar,DS1Z1@UoNEHT.ac.uk,TB1Z1@UoNEHT.ac.uk,,47.0,10.0,,
Joy,Hall,60433923,JH21Y25@UoNEHT.ac.uk,3,"36574 Laura Causeway
West Monica, AZ 47509",,GER3402,Advanced German Literature,CS1Z1@UoNEHT.ac.uk,,,51.0,8.0,2.0,
Margaret,Pacheco,19434166,MP1Y25@UoNEHT.ac.uk,4,"541 David Inlet Apt. 748
Jordanmouth, MA 31492",6138825662,ENG4406,Expert Wider Media,MD1Z1@UoNEHT.ac.uk,LG1Z1@UoNEHT.ac.uk,KS2Z1@UoNEHT.ac.uk,7.0,3.0,,
Kristy,Hobbs,133296827,KH19Y25@UoNEHT.ac.uk,1,"75947 Jessica Estates Suite 316
South Alejandrotown, WI 97530",+1-368-294-9191x99069,GER1402,Basic Creative Writing,AT2Z1@UoNEHT.ac.uk,,,52.0,15.0,,
Carolyn,Weeks,108261674,CW18Y25@UoNEHT.ac.uk,2,"1502 Santiago Junctions
Lake Steven, MN 99519",,ELEC2403,Advanced Modelling,MB2Z1@UoNEHT.ac.uk,JJ5Z1@UoNEHT.ac.uk,RM4Z1@UoNEHT.ac.uk,,4.0,5.0,9.0
Kelsey,Henderson,116746949,KH18Y25@UoNEHT.ac.uk,1,"63686 Mitchell Park
West Joanchester, OR 32594",,ANIM1403,Beginner's Modelling,CM2Z1@UoNEHT.ac.uk,BP2Z1@UoNEHT.ac.uk,TW2Z1@UoNEHT.ac.uk,28.0,6.0,,
Catherine,Allison,110195362,CA4Y25@UoNEHT.ac.uk,1,"9144 Jamie Corners
South Kimberlyfurt, GA 73056",001-924-876-0349x1178,FINE1401,Basic Landscapes,CM2Z1@UoNEHT.ac.uk,AD6Z1@UoNEHT.ac.uk,,23.0,3.0,3.0,2.0
Nicholas,Miller,6618729,NM2Y25@UoNEHT.ac.uk,4,"0023 Ford Trace
Port Tylermouth, PR 24291",800.887.8483x9762,ANIM4403,Expert Blending,GD1Z1@UoNEHT.ac.uk,,,48.0,,,
Logan,Velasquez,58909822,LV1Y25@UoNEHT.ac.uk,3,"40881 Dudley Ridge Apt. 630
Benjamintown, MD 55144",(276)807-6375,ENG3406,Field Rhetoric,MD1Z1@UoNEHT.ac.uk,,,51.0,3.0,,
Allen,Norton,69934591,AN4Y25@UoNEHT.ac.uk,3,"44986 Flores Knolls
Lovefort, SC 43871",+1-277-840-2077x5076,COMP3404,Practical Modelling,CJ1Z1@UoNEHT.ac.uk,JL2Z1@UoNEHT.ac.uk,,20.0,17.0,21.0,12.0
Sharon,Hammond,99061110,SH12Y25@UoNEHT.ac.uk,2,"39566 Goodwin Trail
South Ryanmouth, TX 65321",(205)803-7735x5063,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,40.0,6.0,,
Brandon,Hood,24206348,BH4Y25@UoNEHT.ac.uk,4,,770-315-6670x9740,GER4403,Master's Creative Writing,RW1Z1@UoNEHT.ac.uk,,,31.0,0.0,0.0,
Lori,Garcia,64988688,LG6Y25@UoNEHT.ac.uk,3,"435 Vanessa Lodge Suite 377
South Randybury, AS 73485",(758)506-6980,COMP3406,Field Ethics and Standards,JR3Z1@UoNEHT.ac.uk,,,22.0,10.0,11.0,14.0
Frank,Foster,99163069,FF1Y25@UoNEHT.ac.uk,2,"86958 Robert Tunnel Suite 088
Carolfort, HI 14203",,GER2405,Intermediate German Grammar,FF1Z1@UoNEHT.ac.uk,JJ2Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,6.0,1.0,,
Ashley,Abbott,102519370,AA13Y25@UoNEHT.ac.uk,2,"9801 Sarah Harbors Suite 045
Jasonville, GA 38946",9354187678,COMP2402,Advanced Ethics and Standards,KB2Z1@UoNEHT.ac.uk,JR3Z1@UoNEHT.ac.uk,CM3Z1@UoNEHT.ac.uk,,31.0,9.0,
Mary,Ortiz,36760751,MO3Y25@UoNEHT.ac.uk,4,"PSC 2771, Box 1516
APO AE 69242",+1-616-296-5478x8720,ELEC4404,Master's Statistics,CT1Z1@UoNEHT.ac.uk,AS1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,8.0,14.0,11.0,24.0
Brian,Page,16305822,BP2Y25@UoNEHT.ac.uk,4,"PSC 0446, Box 4473
APO AA 50906",,FREN4407,Expert Creative Writing,NY1Z1@UoNEHT.ac.uk,EM1Z1@UoNEHT.ac.uk,,,38.0,38.0,
Evan,Williams,9837491,EW1Y25@UoNEHT.ac.uk,4,"78652 Anderson Fords Suite 438
Hillmouth, FL 44252",238.769.4510x8209,ANIM4405,Mastering Lighting,HS1Z1@UoNEHT.ac.uk,SC1Z1@UoNEHT.ac.uk,MS1Z1@UoNEHT.ac.uk,7.0,10.0,6.0,
James,Watson,64060566,JW17Y25@UoNEHT.ac.uk,3,"2353 Hoover Lodge
North Justin, VT 41935",,GER3402,Advanced German Literature,CS1Z1@UoNEHT.ac.uk,,,61.0,7.0,7.0,
John,Hall,122714248,JH41Y25@UoNEHT.ac.uk,1,"311 Victoria Branch
New Gina, OH 83710",,FREN1405,Foundational Poetics,JJ2Z1@UoNEHT.ac.uk,,,19.0,3.0,5.0,2.0
Wesley,Brewer,109581029,WB2Y25@UoNEHT.ac.uk,1,"095 Melissa Oval Apt. 819
Thomastown, MN 80089",942-670-1429x095,FINE1404,Foundational Charcoal,JG3Z1@UoNEHT.ac.uk,HS1Z1@UoNEHT.ac.uk,,55.0,2.0,10.0,
Mark,Lopez,137560115,ML6Y25@UoNEHT.ac.uk,1,"93880 Preston Turnpike Apt. 878
West Josephport, AZ 97451",,COMP1401,Basic Modelling,JH3Z1@UoNEHT.ac.uk,ET1Z1@UoNEHT.ac.uk,CJ1Z1@UoNEHT.ac.uk,14.0,20.0,,
Ashley,Abbott,102519370,AA13Y25@UoNEHT.ac.uk,2,"9801 Sarah Harbors Suite 045
Jasonville, GA 38946",9354187678,COMP2405,Advanced Statistics,BM1Z1@UoNEHT.ac.uk,KR1Z1@UoNEHT.ac.uk,EF1Z1@UoNEHT.ac.uk,49.0,,,
Joel,Bean,135931139,JB21Y25@UoNEHT.ac.uk,1,"493 Jennifer Landing
Doylemouth, TN 57713",,COMP1402,Early Design,GB1Z1@UoNEHT.ac.uk,,,33.0,8.0,1.0,
Mary,Kemp,38459943,MK3Y25@UoNEHT.ac.uk,3,"9116 Jennifer Bridge
New Madison, AK 80926",001-679-636-6689,FINE3402,Mastering Portraits,RF1Z1@UoNEHT.ac.uk,DS2Z1@UoNEHT.ac.uk,,20.0,17.0,20.0,14.0
Jonathan,Erickson,98034876,JE7Y25@UoNEHT.ac.uk,2,"PSC 5024, Box 9103
APO AP 15954",287.728.9547x99038,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,39.0,27.0,,
Erica,May,21759391,EM3Y25@UoNEHT.ac.uk,4,"378 Chase Parkway
North Rebecca, AL 51160",236-585-7208x074,ENG4404,Expert Poetics,TM1Z1@UoNEHT.ac.uk,NY1Z1@UoNEHT.ac.uk,CC1Z1@UoNEHT.ac.uk,,18.0,6.0,2.0
Susan,Schultz,122997950,SS16Y25@UoNEHT.ac.uk,1,"0110 Erin Fields Suite 265
New Josephhaven, AZ 37441",274.754.2815,FREN1404,Basic French Literature,RR1Z1@UoNEHT.ac.uk,,,40.0,5.0,3.0,4.0
Carmen,Page,116362419,CP11Y25@UoNEHT.ac.uk,1,"001 Michael Lodge Apt. 590
New Dominique, MP 23531",998.811.1034,ANIM1403,Beginner's Modelling,CM2Z1@UoNEHT.ac.uk,BP2Z1@UoNEHT.ac.uk,TW2Z1@UoNEHT.ac.uk,32.0,4.0,,
Kendra,Jones,83831668,KJ7Y25@UoNEHT.ac.uk,2,"271 Simpson Lodge
Boyerland, RI 94522",(429)743-0873x877,ANIM2401,Structured Animation,MM2Z1@UoNEHT.ac.uk,,,76.0,,,
Ruben,Patterson,122004982,RP8Y25@UoNEHT.ac.uk,1,"877 Williams Forges
Jonesfurt, KY 15112",,FREN1406,Beginner's Creative Writing,KS3Z1@UoNEHT.ac.uk,ML1Z1@UoNEHT.ac.uk,,76.0,19.0,,
Tina,Kerr,87842324,TK3Y25@UoNEHT.ac.uk,2,"00743 Christian Groves
East Rita, WA 86267",827.538.8343x2432,FREN2406,Intermediate Poetics,YC1Z1@UoNEHT.ac.uk,BH1Z1@UoNEHT.ac.uk,,7.0,1.0,9.0,
